gene,sample,cancer_type,expression
CTLA4,TCGA-4J-AA1J-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),0.7887
CTLA4,TCGA-BI-A0VR-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),7.3516
CTLA4,TCGA-BI-A0VS-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),4.2787
CTLA4,TCGA-BI-A20A-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),4.8482
CTLA4,TCGA-C5-A0TN-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),2.0936
CTLA4,TCGA-C5-A1BJ-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),5.129
CTLA4,TCGA-C5-A1BL-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),3.6469
CTLA4,TCGA-C5-A1BM-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),3.1132
CTLA4,TCGA-C5-A1M5-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),1.828
CTLA4,TCGA-C5-A1M6-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),0.1598
CTLA4,TCGA-C5-A1M7-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),2.6128
CTLA4,TCGA-C5-A1M8-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),0.5582
CTLA4,TCGA-C5-A1M9-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),0.7511
CTLA4,TCGA-C5-A1ME-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),1.9959
CTLA4,TCGA-C5-A1MF-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),1.0961
CTLA4,TCGA-C5-A1MH-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),8.1521
CTLA4,TCGA-C5-A1MI-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),5.3634
CTLA4,TCGA-C5-A1MJ-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),0.0
CTLA4,TCGA-C5-A1MK-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),1.2822
CTLA4,TCGA-C5-A1ML-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),9.5454
CTLA4,TCGA-C5-A1MN-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),0.8063
CTLA4,TCGA-C5-A1MP-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),4.9117
CTLA4,TCGA-C5-A1MQ-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),1.6467
CTLA4,TCGA-C5-A2LS-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),0.3253
CTLA4,TCGA-C5-A2LT-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),3.6017
CTLA4,TCGA-C5-A2LV-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),3.6727
CTLA4,TCGA-C5-A2LX-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),20.4608
CTLA4,TCGA-C5-A2LY-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),6.4566
CTLA4,TCGA-C5-A2LZ-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),3.4588
CTLA4,TCGA-C5-A2M1-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),9.882
CTLA4,TCGA-C5-A2M2-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),1.242
CTLA4,TCGA-C5-A3HE-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),1.8509
CTLA4,TCGA-C5-A3HF-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),5.5856
CTLA4,TCGA-C5-A3HL-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),0.9561
CTLA4,TCGA-C5-A7CG-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),11.0552
CTLA4,TCGA-C5-A7CH-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),1.0962
CTLA4,TCGA-C5-A7CJ-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),0.0
CTLA4,TCGA-C5-A7CK-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),0.431
CTLA4,TCGA-C5-A7CL-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),2.9702
CTLA4,TCGA-C5-A7CM-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),0.0
CTLA4,TCGA-C5-A7CO-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),1.5066
CTLA4,TCGA-C5-A7UC-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),1.6018
CTLA4,TCGA-C5-A7UE-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),1.8462
CTLA4,TCGA-C5-A7UH-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),1.6187
CTLA4,TCGA-C5-A7UI-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),4.684
CTLA4,TCGA-C5-A7X3-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),0.0
CTLA4,TCGA-C5-A7X5-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),0.0
CTLA4,TCGA-C5-A7X8-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),1.3469
CTLA4,TCGA-C5-A7XC-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),2.6405
CTLA4,TCGA-C5-A8XH-01A,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),4.396
