Gene	Gene name	Immune cell	TPM	pTPM	nTPM
ENSG00000196734	LCE1B	intermediate monocyte	0.0	0.0	0.0
ENSG00000196734	LCE1B	MAIT T-cell	0.0	0.0	0.0
ENSG00000196734	LCE1B	memory B-cell	0.0	0.0	0.0
ENSG00000196734	LCE1B	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000196734	LCE1B	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000196734	LCE1B	myeloid DC	0.0	0.0	0.0
ENSG00000196734	LCE1B	naive B-cell	0.0	0.0	0.0
ENSG00000196734	LCE1B	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000196734	LCE1B	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000196734	LCE1B	neutrophil	0.0	0.0	0.0
ENSG00000196734	LCE1B	NK-cell	0.0	0.0	0.0
ENSG00000196734	LCE1B	non-classical monocyte	0.0	0.0	0.0
ENSG00000196734	LCE1B	plasmacytoid DC	0.0	0.0	0.0
ENSG00000196734	LCE1B	T-reg	0.0	0.0	0.0
ENSG00000196734	LCE1B	total PBMC	0.0	0.0	0.0
ENSG00000196735	HLA-DQA1	basophil	1.1	1.4	1.8
ENSG00000196735	HLA-DQA1	classical monocyte	85.6	102.8	106.1
ENSG00000196735	HLA-DQA1	eosinophil	0.4	0.5	0.5
ENSG00000196735	HLA-DQA1	gdT-cell	2.7	3.4	2.5
ENSG00000196735	HLA-DQA1	intermediate monocyte	190.6	227.9	257.5
ENSG00000196735	HLA-DQA1	MAIT T-cell	0.9	1.1	1.0
ENSG00000196735	HLA-DQA1	memory B-cell	203.5	248.5	288.5
ENSG00000196735	HLA-DQA1	memory CD4 T-cell	2.9	3.6	3.4
ENSG00000196735	HLA-DQA1	memory CD8 T-cell	16.2	19.9	16.5
ENSG00000196735	HLA-DQA1	myeloid DC	564.5	686.7	667.5
ENSG00000196735	HLA-DQA1	naive B-cell	226.9	282.6	274.8
ENSG00000196735	HLA-DQA1	naive CD4 T-cell	0.4	0.5	0.4
ENSG00000196735	HLA-DQA1	naive CD8 T-cell	4.0	4.9	4.4
ENSG00000196735	HLA-DQA1	neutrophil	1.9	2.6	3.0
ENSG00000196735	HLA-DQA1	NK-cell	8.6	10.5	8.2
ENSG00000196735	HLA-DQA1	non-classical monocyte	51.7	62.0	68.8
ENSG00000196735	HLA-DQA1	plasmacytoid DC	150.1	185.4	163.3
ENSG00000196735	HLA-DQA1	T-reg	18.5	22.9	21.7
ENSG00000196735	HLA-DQA1	total PBMC	54.2	64.3	129.0
ENSG00000196739	COL27A1	basophil	0.0	0.0	0.0
ENSG00000196739	COL27A1	classical monocyte	0.0	0.0	0.0
ENSG00000196739	COL27A1	eosinophil	0.0	0.0	0.0
ENSG00000196739	COL27A1	gdT-cell	0.0	0.0	0.0
ENSG00000196739	COL27A1	intermediate monocyte	0.0	0.0	0.0
ENSG00000196739	COL27A1	MAIT T-cell	0.0	0.0	0.0
ENSG00000196739	COL27A1	memory B-cell	0.0	0.0	0.0
ENSG00000196739	COL27A1	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000196739	COL27A1	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000196739	COL27A1	myeloid DC	0.0	0.0	0.0
ENSG00000196739	COL27A1	naive B-cell	0.0	0.1	0.1
ENSG00000196739	COL27A1	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000196739	COL27A1	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000196739	COL27A1	neutrophil	0.1	0.2	0.2
ENSG00000196739	COL27A1	NK-cell	0.0	0.1	0.0
ENSG00000196739	COL27A1	non-classical monocyte	0.0	0.0	0.0
ENSG00000196739	COL27A1	plasmacytoid DC	0.0	0.0	0.0
ENSG00000196739	COL27A1	T-reg	0.0	0.0	0.0
ENSG00000196739	COL27A1	total PBMC	0.0	0.0	0.0
ENSG00000196743	GM2A	basophil	6.8	8.4	7.5
ENSG00000196743	GM2A	classical monocyte	32.4	39.0	40.2
ENSG00000196743	GM2A	eosinophil	1.9	2.4	2.4
ENSG00000196743	GM2A	gdT-cell	4.0	4.9	3.7
ENSG00000196743	GM2A	intermediate monocyte	11.3	13.7	13.5
ENSG00000196743	GM2A	MAIT T-cell	2.7	3.4	2.7
ENSG00000196743	GM2A	memory B-cell	20.1	24.6	30.9
ENSG00000196743	GM2A	memory CD4 T-cell	4.0	4.9	4.3
ENSG00000196743	GM2A	memory CD8 T-cell	3.8	4.7	3.8
ENSG00000196743	GM2A	myeloid DC	33.4	40.7	39.4
ENSG00000196743	GM2A	naive B-cell	23.7	29.5	29.8
ENSG00000196743	GM2A	naive CD4 T-cell	5.4	6.6	6.1
ENSG00000196743	GM2A	naive CD8 T-cell	4.4	5.4	4.7
ENSG00000196743	GM2A	neutrophil	5.5	7.5	8.8
ENSG00000196743	GM2A	NK-cell	4.3	5.3	4.4
ENSG00000196743	GM2A	non-classical monocyte	2.7	3.2	3.4
ENSG00000196743	GM2A	plasmacytoid DC	25.4	31.5	28.0
ENSG00000196743	GM2A	T-reg	4.5	5.6	5.4
ENSG00000196743	GM2A	total PBMC	7.8	9.2	18.5
ENSG00000196747	H2AC13	basophil	0.0	0.0	0.0
ENSG00000196747	H2AC13	classical monocyte	0.2	0.2	0.2
ENSG00000196747	H2AC13	eosinophil	1.3	1.6	1.4
ENSG00000196747	H2AC13	gdT-cell	0.4	0.5	0.4
ENSG00000196747	H2AC13	intermediate monocyte	0.2	0.3	0.3
ENSG00000196747	H2AC13	MAIT T-cell	0.3	0.4	0.3
ENSG00000196747	H2AC13	memory B-cell	0.6	0.7	0.8
ENSG00000196747	H2AC13	memory CD4 T-cell	1.4	1.7	1.5
ENSG00000196747	H2AC13	memory CD8 T-cell	0.4	0.5	0.4
ENSG00000196747	H2AC13	myeloid DC	0.9	1.2	1.1
ENSG00000196747	H2AC13	naive B-cell	1.1	1.4	1.2
ENSG00000196747	H2AC13	naive CD4 T-cell	0.3	0.3	0.3
ENSG00000196747	H2AC13	naive CD8 T-cell	0.2	0.2	0.2
ENSG00000196747	H2AC13	neutrophil	1.3	1.7	2.1
ENSG00000196747	H2AC13	NK-cell	1.3	1.6	1.1
ENSG00000196747	H2AC13	non-classical monocyte	0.3	0.4	0.3
ENSG00000196747	H2AC13	plasmacytoid DC	1.0	1.3	1.1
ENSG00000196747	H2AC13	T-reg	1.6	2.0	1.9
ENSG00000196747	H2AC13	total PBMC	0.5	0.6	1.1
ENSG00000196748	CLPSL2	basophil	0.0	0.0	0.0
ENSG00000196748	CLPSL2	classical monocyte	0.0	0.0	0.0
ENSG00000196748	CLPSL2	eosinophil	0.0	0.0	0.0
ENSG00000196748	CLPSL2	gdT-cell	0.0	0.0	0.0
ENSG00000196748	CLPSL2	intermediate monocyte	0.0	0.0	0.0
ENSG00000196748	CLPSL2	MAIT T-cell	0.0	0.0	0.0
ENSG00000196748	CLPSL2	memory B-cell	0.0	0.0	0.0
ENSG00000196748	CLPSL2	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000196748	CLPSL2	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000196748	CLPSL2	myeloid DC	0.0	0.0	0.0
ENSG00000196748	CLPSL2	naive B-cell	0.0	0.0	0.0
ENSG00000196748	CLPSL2	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000196748	CLPSL2	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000196748	CLPSL2	neutrophil	0.0	0.0	0.0
ENSG00000196748	CLPSL2	NK-cell	0.0	0.0	0.0
ENSG00000196748	CLPSL2	non-classical monocyte	0.0	0.0	0.0
ENSG00000196748	CLPSL2	plasmacytoid DC	0.3	0.4	0.4
ENSG00000196748	CLPSL2	T-reg	0.0	0.0	0.0
ENSG00000196748	CLPSL2	total PBMC	0.0	0.0	0.1
ENSG00000196754	S100A2	basophil	9.3	11.4	10.2
ENSG00000196754	S100A2	classical monocyte	0.3	0.4	0.4
ENSG00000196754	S100A2	eosinophil	0.0	0.0	0.0
ENSG00000196754	S100A2	gdT-cell	2.4	3.0	2.3
ENSG00000196754	S100A2	intermediate monocyte	0.0	0.0	0.0
ENSG00000196754	S100A2	MAIT T-cell	1.4	1.7	1.5
ENSG00000196754	S100A2	memory B-cell	0.3	0.4	0.4
ENSG00000196754	S100A2	memory CD4 T-cell	1.5	1.8	1.6
ENSG00000196754	S100A2	memory CD8 T-cell	1.3	1.6	1.4
ENSG00000196754	S100A2	myeloid DC	0.2	0.3	0.3
ENSG00000196754	S100A2	naive B-cell	0.0	0.0	0.0
ENSG00000196754	S100A2	naive CD4 T-cell	0.4	0.5	0.4
ENSG00000196754	S100A2	naive CD8 T-cell	0.3	0.4	0.3
ENSG00000196754	S100A2	neutrophil	2.7	3.6	4.4
ENSG00000196754	S100A2	NK-cell	0.0	0.0	0.0
ENSG00000196754	S100A2	non-classical monocyte	0.4	0.5	0.5
ENSG00000196754	S100A2	plasmacytoid DC	2.0	2.5	2.2
ENSG00000196754	S100A2	T-reg	1.4	1.7	1.6
ENSG00000196754	S100A2	total PBMC	0.3	0.3	0.7
ENSG00000196757	ZNF700	basophil	4.3	5.3	4.7
ENSG00000196757	ZNF700	classical monocyte	1.8	2.2	2.3
ENSG00000196757	ZNF700	eosinophil	3.8	4.8	4.7
ENSG00000196757	ZNF700	gdT-cell	3.5	4.3	3.2
ENSG00000196757	ZNF700	intermediate monocyte	2.1	2.5	2.5
ENSG00000196757	ZNF700	MAIT T-cell	3.6	4.4	3.7
ENSG00000196757	ZNF700	memory B-cell	2.3	2.8	3.2
ENSG00000196757	ZNF700	memory CD4 T-cell	2.5	3.0	2.6
ENSG00000196757	ZNF700	memory CD8 T-cell	3.9	4.8	4.0
ENSG00000196757	ZNF700	myeloid DC	2.7	3.3	3.2
ENSG00000196757	ZNF700	naive B-cell	1.6	2.0	1.9
ENSG00000196757	ZNF700	naive CD4 T-cell	2.2	2.7	2.5
ENSG00000196757	ZNF700	naive CD8 T-cell	3.0	3.7	3.2
ENSG00000196757	ZNF700	neutrophil	2.3	3.1	3.7
ENSG00000196757	ZNF700	NK-cell	4.0	5.0	3.3
ENSG00000196757	ZNF700	non-classical monocyte	3.5	4.2	4.4
ENSG00000196757	ZNF700	plasmacytoid DC	1.9	2.3	2.1
ENSG00000196757	ZNF700	T-reg	2.8	3.5	3.4
ENSG00000196757	ZNF700	total PBMC	0.9	1.0	1.9
ENSG00000196767	POU3F4	basophil	0.0	0.0	0.0
ENSG00000196767	POU3F4	classical monocyte	0.0	0.0	0.0
ENSG00000196767	POU3F4	eosinophil	0.0	0.0	0.0
ENSG00000196767	POU3F4	gdT-cell	0.0	0.0	0.0
ENSG00000196767	POU3F4	intermediate monocyte	0.0	0.0	0.0
ENSG00000196767	POU3F4	MAIT T-cell	0.0	0.0	0.0
ENSG00000196767	POU3F4	memory B-cell	0.0	0.0	0.0
ENSG00000196767	POU3F4	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000196767	POU3F4	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000196767	POU3F4	myeloid DC	0.0	0.0	0.0
ENSG00000196767	POU3F4	naive B-cell	0.0	0.0	0.0
ENSG00000196767	POU3F4	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000196767	POU3F4	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000196767	POU3F4	neutrophil	0.0	0.0	0.0
ENSG00000196767	POU3F4	NK-cell	0.0	0.0	0.0
ENSG00000196767	POU3F4	non-classical monocyte	0.0	0.0	0.0
ENSG00000196767	POU3F4	plasmacytoid DC	0.0	0.0	0.0
ENSG00000196767	POU3F4	T-reg	0.0	0.0	0.0
ENSG00000196767	POU3F4	total PBMC	0.0	0.0	0.0
ENSG00000196772	OR14A16	basophil	0.0	0.0	0.0
ENSG00000196772	OR14A16	classical monocyte	0.0	0.0	0.0
ENSG00000196772	OR14A16	eosinophil	0.0	0.0	0.0
ENSG00000196772	OR14A16	gdT-cell	0.0	0.0	0.0
ENSG00000196772	OR14A16	intermediate monocyte	0.0	0.0	0.0
ENSG00000196772	OR14A16	MAIT T-cell	0.0	0.0	0.0
ENSG00000196772	OR14A16	memory B-cell	0.0	0.0	0.0
ENSG00000196772	OR14A16	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000196772	OR14A16	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000196772	OR14A16	myeloid DC	0.0	0.0	0.0
ENSG00000196772	OR14A16	naive B-cell	0.0	0.0	0.0
ENSG00000196772	OR14A16	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000196772	OR14A16	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000196772	OR14A16	neutrophil	0.0	0.0	0.0
ENSG00000196772	OR14A16	NK-cell	0.0	0.0	0.0
ENSG00000196772	OR14A16	non-classical monocyte	0.0	0.0	0.0
ENSG00000196772	OR14A16	plasmacytoid DC	0.0	0.0	0.0
ENSG00000196772	OR14A16	T-reg	0.0	0.0	0.0
ENSG00000196772	OR14A16	total PBMC	0.0	0.0	0.0
ENSG00000196776	CD47	basophil	128.4	159.0	186.4
ENSG00000196776	CD47	classical monocyte	96.5	116.1	119.6
ENSG00000196776	CD47	eosinophil	189.9	235.7	233.7
ENSG00000196776	CD47	gdT-cell	191.7	234.9	178.6
ENSG00000196776	CD47	intermediate monocyte	194.4	234.5	244.9
ENSG00000196776	CD47	MAIT T-cell	153.1	186.5	156.1
ENSG00000196776	CD47	memory B-cell	125.9	154.0	192.5
ENSG00000196776	CD47	memory CD4 T-cell	197.2	240.3	210.4
ENSG00000196776	CD47	memory CD8 T-cell	190.7	233.8	192.0
ENSG00000196776	CD47	myeloid DC	153.8	187.7	182.1
ENSG00000196776	CD47	naive B-cell	135.0	167.9	189.7
ENSG00000196776	CD47	naive CD4 T-cell	133.8	163.5	149.7
ENSG00000196776	CD47	naive CD8 T-cell	163.2	199.1	169.6
ENSG00000196776	CD47	neutrophil	92.7	123.2	146.4
ENSG00000196776	CD47	NK-cell	248.2	306.2	233.6
ENSG00000196776	CD47	non-classical monocyte	279.4	335.6	340.9
ENSG00000196776	CD47	plasmacytoid DC	121.3	150.0	133.7
ENSG00000196776	CD47	T-reg	285.6	353.4	335.7
ENSG00000196776	CD47	total PBMC	118.6	139.8	297.5
ENSG00000196778	OR52K1	basophil	0.0	0.1	0.1
ENSG00000196778	OR52K1	classical monocyte	0.0	0.0	0.0
ENSG00000196778	OR52K1	eosinophil	0.0	0.0	0.0
ENSG00000196778	OR52K1	gdT-cell	0.0	0.1	0.0
ENSG00000196778	OR52K1	intermediate monocyte	0.0	0.0	0.0
ENSG00000196778	OR52K1	MAIT T-cell	0.0	0.0	0.0
ENSG00000196778	OR52K1	memory B-cell	0.0	0.0	0.0
ENSG00000196778	OR52K1	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000196778	OR52K1	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000196778	OR52K1	myeloid DC	0.0	0.0	0.0
ENSG00000196778	OR52K1	naive B-cell	0.0	0.0	0.0
ENSG00000196778	OR52K1	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000196778	OR52K1	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000196778	OR52K1	neutrophil	0.2	0.2	0.3
ENSG00000196778	OR52K1	NK-cell	0.0	0.0	0.0
ENSG00000196778	OR52K1	non-classical monocyte	0.0	0.0	0.0
ENSG00000196778	OR52K1	plasmacytoid DC	0.0	0.0	0.0
ENSG00000196778	OR52K1	T-reg	0.0	0.0	0.0
ENSG00000196778	OR52K1	total PBMC	0.0	0.0	0.0
ENSG00000196781	TLE1	basophil	7.1	8.7	8.4
ENSG00000196781	TLE1	classical monocyte	0.0	0.0	0.0
ENSG00000196781	TLE1	eosinophil	3.7	4.6	4.6
ENSG00000196781	TLE1	gdT-cell	2.1	2.6	2.1
ENSG00000196781	TLE1	intermediate monocyte	0.0	0.0	0.0
ENSG00000196781	TLE1	MAIT T-cell	2.9	3.5	2.9
ENSG00000196781	TLE1	memory B-cell	4.3	5.3	6.6
ENSG00000196781	TLE1	memory CD4 T-cell	0.2	0.2	0.2
ENSG00000196781	TLE1	memory CD8 T-cell	0.9	1.1	0.9
ENSG00000196781	TLE1	myeloid DC	0.5	0.6	0.6
ENSG00000196781	TLE1	naive B-cell	4.5	5.6	5.8
ENSG00000196781	TLE1	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000196781	TLE1	naive CD8 T-cell	0.2	0.2	0.2
ENSG00000196781	TLE1	neutrophil	0.0	0.0	0.0
ENSG00000196781	TLE1	NK-cell	4.7	5.8	4.3
ENSG00000196781	TLE1	non-classical monocyte	0.0	0.1	0.1
ENSG00000196781	TLE1	plasmacytoid DC	1.6	2.0	1.7
ENSG00000196781	TLE1	T-reg	0.0	0.0	0.0
ENSG00000196781	TLE1	total PBMC	0.2	0.3	0.6
ENSG00000196782	MAML3	basophil	3.9	4.8	5.7
ENSG00000196782	MAML3	classical monocyte	1.1	1.4	1.4
ENSG00000196782	MAML3	eosinophil	1.5	1.9	1.8
ENSG00000196782	MAML3	gdT-cell	0.0	0.0	0.0
ENSG00000196782	MAML3	intermediate monocyte	0.6	0.8	0.8
ENSG00000196782	MAML3	MAIT T-cell	0.0	0.0	0.0
ENSG00000196782	MAML3	memory B-cell	0.0	0.0	0.0
ENSG00000196782	MAML3	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000196782	MAML3	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000196782	MAML3	myeloid DC	1.2	1.4	1.4
ENSG00000196782	MAML3	naive B-cell	0.3	0.4	0.3
ENSG00000196782	MAML3	naive CD4 T-cell	0.1	0.2	0.2
ENSG00000196782	MAML3	naive CD8 T-cell	0.2	0.2	0.2
ENSG00000196782	MAML3	neutrophil	1.9	2.6	3.1
ENSG00000196782	MAML3	NK-cell	1.6	1.9	1.5
ENSG00000196782	MAML3	non-classical monocyte	0.6	0.8	0.8
ENSG00000196782	MAML3	plasmacytoid DC	1.0	1.2	1.1
ENSG00000196782	MAML3	T-reg	0.0	0.0	0.0
ENSG00000196782	MAML3	total PBMC	0.3	0.3	0.7
ENSG00000196787	H2AC11	basophil	10.3	12.8	14.0
ENSG00000196787	H2AC11	classical monocyte	0.5	0.6	0.6
ENSG00000196787	H2AC11	eosinophil	0.8	1.0	1.1
ENSG00000196787	H2AC11	gdT-cell	1.5	1.9	1.4
ENSG00000196787	H2AC11	intermediate monocyte	0.5	0.6	0.6
ENSG00000196787	H2AC11	MAIT T-cell	2.0	2.5	2.0
ENSG00000196787	H2AC11	memory B-cell	5.6	6.8	8.7
ENSG00000196787	H2AC11	memory CD4 T-cell	4.9	6.0	5.5
ENSG00000196787	H2AC11	memory CD8 T-cell	3.9	4.8	3.9
ENSG00000196787	H2AC11	myeloid DC	1.5	1.9	1.8
ENSG00000196787	H2AC11	naive B-cell	7.0	8.8	8.0
ENSG00000196787	H2AC11	naive CD4 T-cell	3.6	4.4	3.9
ENSG00000196787	H2AC11	naive CD8 T-cell	3.3	4.0	3.7
ENSG00000196787	H2AC11	neutrophil	2.3	3.1	3.3
ENSG00000196787	H2AC11	NK-cell	1.9	2.4	1.9
ENSG00000196787	H2AC11	non-classical monocyte	1.5	1.7	1.8
ENSG00000196787	H2AC11	plasmacytoid DC	2.3	2.9	2.4
ENSG00000196787	H2AC11	T-reg	6.0	7.4	6.8
ENSG00000196787	H2AC11	total PBMC	4.9	5.8	9.4
ENSG00000196792	STRN3	basophil	3.1	3.8	4.1
ENSG00000196792	STRN3	classical monocyte	3.0	3.7	3.5
ENSG00000196792	STRN3	eosinophil	3.8	4.8	4.7
ENSG00000196792	STRN3	gdT-cell	3.5	4.3	3.3
ENSG00000196792	STRN3	intermediate monocyte	3.5	4.2	4.3
ENSG00000196792	STRN3	MAIT T-cell	4.3	5.3	4.5
ENSG00000196792	STRN3	memory B-cell	2.3	2.9	3.4
ENSG00000196792	STRN3	memory CD4 T-cell	3.9	4.8	4.2
ENSG00000196792	STRN3	memory CD8 T-cell	3.7	4.5	3.7
ENSG00000196792	STRN3	myeloid DC	2.6	3.2	3.1
ENSG00000196792	STRN3	naive B-cell	2.5	3.2	3.2
ENSG00000196792	STRN3	naive CD4 T-cell	3.7	4.6	4.1
ENSG00000196792	STRN3	naive CD8 T-cell	4.7	5.7	4.9
ENSG00000196792	STRN3	neutrophil	2.7	3.6	4.3
ENSG00000196792	STRN3	NK-cell	4.4	5.5	4.2
ENSG00000196792	STRN3	non-classical monocyte	2.9	3.5	3.5
ENSG00000196792	STRN3	plasmacytoid DC	5.1	6.4	5.7
ENSG00000196792	STRN3	T-reg	3.1	3.8	3.6
ENSG00000196792	STRN3	total PBMC	0.6	0.7	1.3
ENSG00000196793	ZNF239	basophil	0.0	0.0	0.0
ENSG00000196793	ZNF239	classical monocyte	0.0	0.0	0.0
ENSG00000196793	ZNF239	eosinophil	0.0	0.0	0.0
ENSG00000196793	ZNF239	gdT-cell	1.6	2.0	1.5
ENSG00000196793	ZNF239	intermediate monocyte	0.0	0.0	0.0
ENSG00000196793	ZNF239	MAIT T-cell	3.6	4.4	3.7
ENSG00000196793	ZNF239	memory B-cell	1.8	2.2	2.6
ENSG00000196793	ZNF239	memory CD4 T-cell	3.2	3.9	3.5
ENSG00000196793	ZNF239	memory CD8 T-cell	2.3	2.9	2.4
ENSG00000196793	ZNF239	myeloid DC	0.0	0.0	0.0
ENSG00000196793	ZNF239	naive B-cell	2.4	3.0	2.8
ENSG00000196793	ZNF239	naive CD4 T-cell	5.5	6.8	6.4
ENSG00000196793	ZNF239	naive CD8 T-cell	3.5	4.3	3.8
ENSG00000196793	ZNF239	neutrophil	0.0	0.0	0.0
ENSG00000196793	ZNF239	NK-cell	0.4	0.5	0.4
ENSG00000196793	ZNF239	non-classical monocyte	0.0	0.0	0.0
ENSG00000196793	ZNF239	plasmacytoid DC	0.0	0.0	0.0
ENSG00000196793	ZNF239	T-reg	1.7	2.1	2.0
ENSG00000196793	ZNF239	total PBMC	0.7	0.8	1.4
ENSG00000196800	SPINK14	basophil	0.0	0.0	0.0
ENSG00000196800	SPINK14	classical monocyte	0.0	0.0	0.0
ENSG00000196800	SPINK14	eosinophil	0.0	0.0	0.0
ENSG00000196800	SPINK14	gdT-cell	0.0	0.0	0.0
ENSG00000196800	SPINK14	intermediate monocyte	0.0	0.0	0.0
ENSG00000196800	SPINK14	MAIT T-cell	0.0	0.0	0.0
ENSG00000196800	SPINK14	memory B-cell	0.0	0.0	0.0
ENSG00000196800	SPINK14	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000196800	SPINK14	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000196800	SPINK14	myeloid DC	0.0	0.0	0.0
ENSG00000196800	SPINK14	naive B-cell	0.0	0.0	0.0
ENSG00000196800	SPINK14	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000196800	SPINK14	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000196800	SPINK14	neutrophil	0.0	0.0	0.0
ENSG00000196800	SPINK14	NK-cell	0.0	0.0	0.0
ENSG00000196800	SPINK14	non-classical monocyte	0.0	0.0	0.0
ENSG00000196800	SPINK14	plasmacytoid DC	0.0	0.0	0.0
ENSG00000196800	SPINK14	T-reg	0.0	0.0	0.0
ENSG00000196800	SPINK14	total PBMC	0.0	0.0	0.0
ENSG00000196805	SPRR2B	basophil	0.0	0.0	0.0
ENSG00000196805	SPRR2B	classical monocyte	0.0	0.0	0.0
ENSG00000196805	SPRR2B	eosinophil	0.0	0.0	0.0
ENSG00000196805	SPRR2B	gdT-cell	0.0	0.0	0.0
ENSG00000196805	SPRR2B	intermediate monocyte	0.0	0.0	0.0
ENSG00000196805	SPRR2B	MAIT T-cell	0.0	0.0	0.0
ENSG00000196805	SPRR2B	memory B-cell	0.0	0.0	0.0
ENSG00000196805	SPRR2B	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000196805	SPRR2B	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000196805	SPRR2B	myeloid DC	0.0	0.0	0.0
ENSG00000196805	SPRR2B	naive B-cell	0.0	0.0	0.0
ENSG00000196805	SPRR2B	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000196805	SPRR2B	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000196805	SPRR2B	neutrophil	0.0	0.0	0.0
ENSG00000196805	SPRR2B	NK-cell	0.0	0.0	0.0
ENSG00000196805	SPRR2B	non-classical monocyte	0.0	0.0	0.0
ENSG00000196805	SPRR2B	plasmacytoid DC	0.0	0.0	0.0
ENSG00000196805	SPRR2B	T-reg	0.0	0.0	0.0
ENSG00000196805	SPRR2B	total PBMC	0.0	0.0	0.0
ENSG00000196811	CHRNG	basophil	0.0	0.0	0.0
ENSG00000196811	CHRNG	classical monocyte	0.0	0.0	0.0
ENSG00000196811	CHRNG	eosinophil	0.0	0.0	0.0
ENSG00000196811	CHRNG	gdT-cell	0.0	0.0	0.0
ENSG00000196811	CHRNG	intermediate monocyte	0.0	0.0	0.0
ENSG00000196811	CHRNG	MAIT T-cell	0.0	0.0	0.0
ENSG00000196811	CHRNG	memory B-cell	0.0	0.0	0.0
ENSG00000196811	CHRNG	memory CD4 T-cell	0.0	0.0	0.0
ENSG00000196811	CHRNG	memory CD8 T-cell	0.0	0.0	0.0
ENSG00000196811	CHRNG	myeloid DC	0.0	0.0	0.0
ENSG00000196811	CHRNG	naive B-cell	0.0	0.0	0.0
ENSG00000196811	CHRNG	naive CD4 T-cell	0.0	0.0	0.0
ENSG00000196811	CHRNG	naive CD8 T-cell	0.0	0.0	0.0
ENSG00000196811	CHRNG	neutrophil	0.0	0.0	0.0
ENSG00000196811	CHRNG	NK-cell	1.0	1.3	0.8
ENSG00000196811	CHRNG	non-classical monocyte	0.0	0.0	0.0
ENSG00000196811	CHRNG	plasmacytoid DC	0.0	0.0	0.0
ENSG00000196811	CHRNG	T-reg	0.0	0.0	0.0
ENSG00000196811	CHRNG	total PBMC	0.0	0.0	0.0
ENSG00000196812	ZSCAN16	basophil	49.9	61.9	69.2
ENSG00000196812	ZSCAN16	classical monocyte	6.9	8.3	8.6
ENSG00000196812	ZSCAN16	eosinophil	8.3	10.2	10.2
ENSG00000196812	ZSCAN16	gdT-cell	14.5	17.8	13.8
ENSG00000196812	ZSCAN16	intermediate monocyte	9.3	11.2	11.8
ENSG00000196812	ZSCAN16	MAIT T-cell	17.5	21.3	17.7
ENSG00000196812	ZSCAN16	memory B-cell	11.8	14.4	19.4
ENSG00000196812	ZSCAN16	memory CD4 T-cell	11.1	13.5	12.0
ENSG00000196812	ZSCAN16	memory CD8 T-cell	10.4	12.8	10.6
ENSG00000196812	ZSCAN16	myeloid DC	7.6	9.3	9.0
ENSG00000196812	ZSCAN16	naive B-cell	10.5	13.0	14.7
ENSG00000196812	ZSCAN16	naive CD4 T-cell	12.7	15.6	14.5
ENSG00000196812	ZSCAN16	naive CD8 T-cell	11.1	13.6	11.8
ENSG00000196812	ZSCAN16	neutrophil	10.0	13.3	15.6
ENSG00000196812	ZSCAN16	NK-cell	19.7	24.6	17.8
ENSG00000196812	ZSCAN16	non-classical monocyte	9.5	11.4	11.6
ENSG00000196812	ZSCAN16	plasmacytoid DC	17.9	22.2	19.6
ENSG00000196812	ZSCAN16	T-reg	12.0	15.0	14.7
ENSG00000196812	ZSCAN16	total PBMC	4.0	4.8	8.6
ENSG00000196814	MVB12B	basophil	0.0	0.0	0.0
ENSG00000196814	MVB12B	classical monocyte	0.6	0.7	0.8
ENSG00000196814	MVB12B	eosinophil	0.1	0.1	0.1
ENSG00000196814	MVB12B	gdT-cell	1.5	1.9	1.4
ENSG00000196814	MVB12B	intermediate monocyte	0.1	0.2	0.2
